image,model,avg_dist,cosine_sim,accuracy,correct,total,time,dataset
R_GImag0072.bmp,ST-Bucketed,1.5094066858291626,0.999966025352478,0.12156295224312591,168,1382,7.89872932434082,web_dataset
R_GImag0073.bmp,Original,242.44139099121094,0.9973717927932739,0.0,0,1382,3.209881067276001,web_dataset
R_GImag0073.bmp,ST-Continuous,0.8024601936340332,0.999975323677063,0.3393632416787265,469,1382,7.252654075622559,web_dataset
R_GImag0073.bmp,ST-Bucketed,0.8617944717407227,0.9999678730964661,0.3422575976845152,473,1382,8.310796022415161,web_dataset
R_GImag0074.bmp,Original,15.509407043457031,0.9441313147544861,0.17293777134587554,239,1382,5.978646993637085,web_dataset
R_GImag0074.bmp,ST-Continuous,7.558610916137695,0.9538218975067139,0.11939218523878437,165,1382,13.959885120391846,web_dataset
R_GImag0074.bmp,ST-Bucketed,8.465991020202637,0.9508926272392273,0.1020260492040521,141,1382,13.488860607147217,web_dataset
R_GImag0075.bmp,Original,77.9782943725586,0.9958494305610657,0.0,0,1382,3.598903179168701,web_dataset
R_GImag0075.bmp,ST-Continuous,0.5824891328811646,0.9999952912330627,0.4732272069464544,654,1382,7.330124855041504,web_dataset
R_GImag0075.bmp,ST-Bucketed,1.2908828258514404,0.9999879598617554,0.10130246020260492,140,1382,7.880777835845947,web_dataset
R_GImag0076.bmp,Original,0.9327062368392944,0.9999903440475464,0.2735166425470333,378,1382,3.20759916305542,web_dataset
R_GImag0076.bmp,ST-Continuous,1.3075252771377563,0.9999896287918091,0.138205499276411,191,1382,7.2191009521484375,web_dataset
R_GImag0076.bmp,ST-Bucketed,1.7901592254638672,0.9999908208847046,0.03545586107091172,49,1382,7.847797155380249,web_dataset
R_GImag0077.bmp,Original,0.543415367603302,0.9999884366989136,0.5195369030390738,718,1382,3.2763147354125977,web_dataset
R_GImag0077.bmp,ST-Continuous,0.4753979742527008,0.9999904036521912,0.5817655571635311,804,1382,10.17205810546875,web_dataset
R_GImag0077.bmp,ST-Bucketed,1.4356006383895874,0.9999790787696838,0.09261939218523878,128,1382,15.833939790725708,web_dataset
R_GImag0078.bmp,Original,0.7395079731941223,0.9998744130134583,0.5231548480463097,723,1382,8.099267482757568,web_dataset
R_GImag0078.bmp,ST-Continuous,1.042691707611084,0.9998868703842163,0.3096960926193922,428,1382,27.508213758468628,web_dataset
R_GImag0078.bmp,ST-Bucketed,1.5926194190979004,0.9999389052391052,0.09334298118668596,129,1382,29.871094226837158,web_dataset
R_GImag0079.bmp,Original,0.8371924757957458,0.9999756217002869,0.37771345875542695,522,1382,3.214029312133789,web_dataset
R_GImag0079.bmp,ST-Continuous,1.0101302862167358,0.999974250793457,0.3227206946454414,446,1382,9.489788293838501,web_dataset
R_GImag0079.bmp,ST-Bucketed,1.7720694541931152,0.9999735951423645,0.06222865412445731,86,1382,7.935288190841675,web_dataset
R_GImag0080.bmp,Original,7.0412445068359375,0.9991879463195801,0.1251808972503618,173,1382,3.187591552734375,web_dataset
R_GImag0080.bmp,ST-Continuous,6.9037628173828125,0.9991446733474731,0.23878437047756873,330,1382,7.364490747451782,web_dataset
R_GImag0080.bmp,ST-Bucketed,6.793776988983154,0.9991718530654907,0.17004341534008682,235,1382,7.827535390853882,web_dataset
